timestamp,seconds_elapsed,total_queries,hit_rate,avg_latency_ms
15:11:35,46.71,400,0.0,0.39
15:12:12,83.81,800,0.0,0.36
15:12:43,115.03,900,0.0,0.37
15:14:04,195.58,1700,0.0,0.39
15:14:05,196.62,1800,0.0,0.39
15:14:28,219.81,2400,0.0,0.39
15:14:55,247.03,2600,0.0,0.4
15:15:33,284.74,2800,0.0,0.4
15:15:46,297.92,2900,0.0,0.4
15:16:25,336.89,3100,0.0,0.4
15:16:50,362.0,3300,0.0,0.4
15:17:45,417.07,3700,0.0,0.4
15:18:13,444.99,4100,0.0,0.4
15:18:14,446.03,4200,0.0,0.39
15:18:15,447.08,4300,0.0,0.39
15:18:37,469.35,4500,0.0,0.39
15:18:53,484.73,4600,0.0,0.39
15:19:22,513.9,4700,0.0,0.4
15:19:53,545.04,5100,0.0,0.4
15:20:14,566.11,5200,0.0,0.4
15:20:49,600.39,5300,0.0,0.4
15:21:20,632.21,5600,0.0,0.4
15:21:21,633.25,5700,0.0,0.4
15:21:51,662.78,5900,0.0,0.4
15:22:12,683.76,6200,0.0,0.4
15:22:28,700.18,6400,0.0,0.4
15:22:49,720.5,6500,0.0,0.4
15:23:42,773.86,6900,0.0,0.4
15:23:58,790.15,7100,0.0,0.39
15:24:22,813.69,7200,0.0,0.4
15:24:41,833.16,7300,0.0,0.4
15:27:20,992.12,8400,0.0,0.4
15:27:43,1015.22,8500,0.0,0.4
15:28:12,1044.15,8700,0.0,0.4
15:28:33,1064.68,8800,0.0,0.4
15:28:49,1080.39,8900,0.0,0.4
15:29:53,1144.88,9600,0.0,0.4
15:30:06,1157.56,9800,0.0,0.4
15:31:07,1219.0,10100,0.0,0.4
15:31:44,1256.31,10600,0.0,0.4
15:32:17,1288.6,11000,0.0,0.4
15:33:06,1337.47,11300,0.0,0.4
15:33:16,1347.43,11400,0.0,0.4
15:33:37,1368.5,11600,0.0,0.4
15:34:16,1408.0,12100,0.0,0.4
15:34:32,1423.67,12400,0.0,0.4
15:35:23,1475.27,12600,0.0,0.4
15:35:47,1498.43,12900,0.0,0.4
15:36:06,1517.42,13100,0.0,0.4
15:37:03,1574.89,13500,0.0,0.4
15:37:04,1575.93,13600,0.0,0.4
15:37:18,1589.71,13800,0.0,0.4
15:38:05,1637.04,14000,0.0,0.4
15:38:26,1658.05,14100,0.0,0.4
15:38:27,1659.09,14200,0.0,0.4
15:39:59,1751.29,14800,0.0,0.4
15:40:17,1768.94,14900,0.0,0.4
15:40:31,1783.07,15000,0.0,0.4
15:41:57,1868.89,15400,0.0,0.4
15:42:10,1881.48,15800,0.0,0.4
15:42:20,1891.68,15900,0.0,0.4
15:42:39,1910.64,16100,0.0,0.4
15:43:17,1949.11,16400,0.0,0.4
15:44:13,2004.54,17000,0.0,0.4
15:44:35,2026.47,17100,0.0,0.4
15:44:50,2042.19,17200,0.0,0.4
15:45:02,2053.89,17400,0.0,0.4
15:45:14,2065.8,17500,0.0,0.4
15:45:43,2094.78,17800,0.0,0.4
15:46:01,2112.81,18000,0.0,0.4
15:46:14,2126.11,18300,0.0,0.4
15:46:37,2149.06,18400,0.0,0.4
15:46:48,2159.97,18700,0.0,0.4
15:47:09,2180.89,18800,0.0,0.4
15:48:03,2235.06,19200,0.0,0.4
15:48:22,2254.11,19400,0.0,0.4
15:48:33,2265.09,19500,0.0,0.4
15:48:44,2275.7,19700,0.0,0.4
15:49:10,2302.02,20000,0.0,0.4
15:49:32,2324.1,20100,0.0,0.4
15:49:45,2337.21,20300,0.0,0.4
15:50:05,2357.07,20400,0.0,0.4
15:50:13,2364.51,20500,0.0,0.4
15:50:52,2404.04,20800,0.0,0.4
15:51:08,2419.78,21000,0.0,0.4
15:51:16,2428.11,21100,0.0,0.4
15:51:53,2465.07,21300,0.0,0.4
15:51:54,2466.12,21400,0.0,0.4
15:52:29,2501.09,21700,0.0,0.4
15:53:02,2533.6,21900,0.0,0.4
15:53:12,2544.23,22200,0.0,0.4
15:53:34,2565.61,22400,0.0,0.4
15:53:58,2589.53,22600,0.0,0.4
15:54:25,2617.05,22800,0.0,0.4
15:55:23,2675.27,23300,0.0,0.4
15:55:43,2694.49,23500,0.0,0.4
15:56:22,2733.66,23800,0.0,0.4
15:56:46,2758.01,23900,0.0,0.4
15:57:21,2792.48,24100,0.0,0.4
15:58:03,2834.52,24400,0.0,0.4
15:58:29,2860.56,24500,0.0,0.4
15:58:47,2879.08,24600,0.0,0.4
15:59:28,2919.52,25300,0.0,0.4
15:59:56,2947.55,25500,0.0,0.4
16:00:26,2977.56,25600,0.0,0.4
16:01:34,3045.86,25900,0.0,0.4
16:01:57,3069.25,26200,0.0,0.39
16:02:29,3100.77,26400,0.0,0.39
16:02:44,3115.62,26600,0.0,0.39
16:02:45,3116.68,26700,0.0,0.39
16:03:09,3141.22,26900,0.0,0.39
16:04:05,3196.54,27300,0.0,0.39
16:04:38,3229.56,27600,0.0,0.4
16:04:51,3242.82,27700,0.0,0.4
16:04:52,3243.86,27800,0.0,0.39
16:05:10,3261.78,28100,0.0,0.39
16:05:26,3277.56,28300,0.0,0.39
16:06:00,3312.15,28600,0.0,0.39
16:06:20,3331.51,28700,0.0,0.4
16:07:01,3372.84,28800,0.0,0.4
16:07:22,3393.8,29000,0.0,0.4
16:08:15,3446.67,29500,0.0,0.39
16:08:28,3459.65,29600,0.0,0.39
16:09:45,3537.01,30100,0.0,0.39
16:09:53,3545.08,30400,0.0,0.39
16:10:06,3557.81,30600,0.0,0.39
16:10:26,3577.63,30700,0.0,0.39
16:10:38,3589.79,30900,0.0,0.39
